Customer,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,policy_type_id,policy_lvl_id,state_id
XJ61632,2034.993043,No,Basic,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,62,29,59,2,1,Offer1,Web,446.4,Four-Door Car,Medsize,2,4,5
CO23919,30718.8124,No,Basic,Bachelor,1/10/11,Employed,F,90607,Rural,Single,109,1,48,0,2,Offer2,Agent,243.467617,SUV,Medsize,3,5,5
PV24005,4221.312544,No,Basic,High School or Below,2/8/11,Unemployed,M,0,Suburban,Single,62,12,68,0,3,Offer3,Web,614.081483,Four-Door Car,Small,2,4,5
YD22081,9701.027271,No,Extended,College,1/13/11,Employed,F,45668,Urban,Married,80,7,55,0,2,Offer2,Branch,344.767795,Four-Door Car,Medsize,2,2,2
SG51259,4502.867562,No,Extended,High School or Below,1/5/11,Unemployed,F,0,Suburban,Single,129,10,11,0,1,Offer1,Agent,1486.410662,SUV,Medsize,2,4,4
OK31456,11009.13049,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16,43,0,1,Offer2,Agent,1358.4,Luxury Car,Medsize,1,1,4
UN38117,2713.560376,No,Basic,College,1/16/11,Unemployed,F,0,Urban,Married,74,35,77,0,1,Offer4,Call Center,299.635989,Four-Door Car,Medsize,2,2,4
TN17395,22103.5072,Yes,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Offer1,Branch,489.6,SUV,Medsize,2,2,4
UO49439,5633.531703,No,Basic,College,1/21/11,Employed,M,90289,Rural,Divorced,71,9,10,1,3,Offer1,Agent,22.193348,Four-Door Car,Medsize,2,4,5
JK13254,4237.370769,No,Basic,Bachelor,1/17/11,Retired,M,29465,Suburban,Married,118,24,49,1,1,Offer1,Web,566.4,SUV,Medsize,2,2,5
BL29240,2858.287371,No,Basic,Bachelor,2/4/11,Employed,M,81893,Rural,Married,73,20,70,3,1,Offer2,Call Center,151.381353,Four-Door Car,Medsize,1,3,5
IP81759,9366.816281,No,Extended,High School or Below,1/6/11,Employed,M,60613,Suburban,Single,240,3,52,0,1,Offer4,Call Center,1152.0,Luxury Car,Small,2,4,3
DY18947,9152.489511,No,Premium,High School or Below,2/21/11,Employed,F,60423,Rural,Married,114,23,44,0,9,Offer1,Call Center,137.611531,Four-Door Car,Medsize,2,2,2
PY98041,5406.876611,No,Basic,Bachelor,1/20/11,Employed,M,27166,Suburban,Single,71,29,51,0,5,Offer2,Web,340.8,Four-Door Car,Medsize,2,2,5
GP99578,7086.176012,No,Basic,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,196,10,38,0,1,Offer1,Branch,1644.690622,Luxury SUV,Medsize,2,2,3
QB15706,17288.55405,No,Premium,College,2/15/11,Unemployed,F,0,Suburban,Married,158,3,10,0,2,Offer3,Agent,758.4,SUV,Small,3,9,1
PY42157,2472.253893,No,Basic,High School or Below,1/27/11,Employed,F,62006,Suburban,Married,61,31,96,0,1,Offer4,Agent,292.8,Four-Door Car,Large,2,7,1
FM38725,2432.169223,No,Basic,High School or Below,2/21/11,Unemployed,F,0,Suburban,Single,69,2,50,0,1,Offer4,Web,764.201478,Four-Door Car,Medsize,2,2,5
QX84402,25464.82059,Yes,Extended,College,2/1/11,Retired,F,13663,Suburban,Single,97,1,66,0,2,Offer1,Branch,465.6,Four-Door Car,Small,1,1,4
DH95491,2229.361773,No,Basic,High School or Below,2/26/11,Unemployed,M,0,Suburban,Married,61,27,57,0,1,Offer2,Call Center,292.8,Four-Door Car,Medsize,2,2,4
JH36501,2507.884662,No,Basic,Doctor,1/23/11,Employed,M,97673,Urban,Single,63,21,49,0,1,Offer4,Agent,178.762806,Four-Door Car,Medsize,2,2,2
DG46291,9500.08167,No,Premium,High School or Below,1/21/11,Employed,F,96276,Urban,Married,117,33,81,0,6,Offer1,Call Center,553.50361,Four-Door Car,Medsize,2,4,3
LY14355,2935.988346,No,Basic,High School or Below,2/27/11,Employed,F,73847,Suburban,Married,73,34,51,1,1,Offer2,Web,350.4,Two-Door Car,Small,2,7,1
AU94279,5493.02213,No,Basic,High School or Below,1/3/11,Employed,M,24976,Suburban,Single,72,2,60,1,3,Offer3,Agent,566.199335,Two-Door Car,Medsize,2,2,4
AG62140,5386.325174,No,Basic,College,1/5/11,Employed,F,33716,Suburban,Married,68,18,67,1,3,Offer1,Agent,349.431986,Four-Door Car,Small,2,7,4
YK66939,4384.854616,No,Basic,College,1/25/11,Medical Leave,F,23480,Suburban,Single,117,6,89,0,1,Offer3,Call Center,842.4,SUV,Medsize,2,7,2
BA75404,5789.8509,No,Basic,Doctor,1/19/11,Employed,F,77221,Urban,Married,71,2,49,0,7,Offer2,Call Center,259.591385,Four-Door Car,Medsize,2,2,5
ZG10765,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Offer2,Agent,364.8,Four-Door Car,Small,2,7,3
TA22923,4944.240345,No,Basic,Master,1/16/11,Employed,M,40463,Suburban,Married,61,17,21,0,6,Offer3,Branch,292.8,Four-Door Car,Small,2,2,2
OM55336,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10,61,0,2,Offer2,Agent,231.201886,Two-Door Car,Medsize,2,7,3
MB60322,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32,30,0,7,Offer2,Branch,309.577946,Four-Door Car,Medsize,3,5,2
FS97588,5475.337618,No,Basic,Bachelor,2/22/11,Employed,F,88251,Urban,Married,68,3,2,0,3,Offer4,Branch,267.214383,Four-Door Car,Medsize,2,2,5
OX73233,2274.647023,No,Basic,College,2/26/11,Unemployed,F,0,Suburban,Single,65,21,40,0,1,Offer3,Web,468.0,Two-Door Car,Small,1,1,5
KR25511,6005.214792,Yes,Extended,High School or Below,1/12/11,Employed,M,26876,Suburban,Single,76,17,72,0,8,Offer1,Agent,364.8,Four-Door Car,Medsize,1,3,1
PE39479,18321.41903,No,Extended,College,2/6/11,Employed,M,88592,Urban,Married,76,19,1,0,2,Offer1,Branch,199.79727,Four-Door Car,Large,1,1,1
AO46433,8078.53085,No,Premium,Bachelor,1/20/11,Unemployed,F,0,Suburban,Married,114,1,39,1,5,Offer1,Branch,547.2,Four-Door Car,Medsize,2,7,4
CD71502,3664.22055,No,Basic,High School or Below,2/28/11,Unemployed,M,0,Suburban,Divorced,103,8,75,0,1,Offer1,Branch,642.773149,SUV,Medsize,2,2,2
ZS94723,2960.029328,No,Extended,High School or Below,2/5/11,Unemployed,F,0,Suburban,Single,82,0,28,0,1,Offer1,Agent,590.4,Four-Door Car,Medsize,2,7,2
EV32492,2496.167004,No,Basic,Bachelor,2/1/11,Employed,M,49136,Suburban,Divorced,64,7,95,0,1,Offer4,Web,307.2,Four-Door Car,Medsize,2,4,2
IW27109,4650.68277,No,Basic,College,1/11/11,Unemployed,M,0,Suburban,Single,68,17,66,0,3,Offer1,Agent,722.877299,Two-Door Car,Medsize,2,2,5
XX37955,14002.37819,No,Basic,College,2/22/11,Employed,M,67627,Suburban,Married,117,5,43,0,2,Offer4,Call Center,561.6,SUV,Medsize,1,3,3
MO68226,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Offer2,Call Center,7.345946,Two-Door Car,Small,2,7,4
HY86417,3653.703458,No,Extended,College,2/13/11,Employed,F,74126,Suburban,Married,90,14,76,0,1,Offer2,Call Center,478.751065,Two-Door Car,Medsize,1,1,2
WI14444,5638.543833,No,Basic,High School or Below,2/27/11,Employed,F,74286,Urban,Married,70,27,0,0,3,Offer4,Agent,277.585067,Two-Door Car,Medsize,2,4,4
XC72555,4475.05212,No,Basic,High School or Below,1/21/11,Employed,F,97949,Urban,Married,112,9,13,3,1,Offer4,Web,324.812083,SUV,Small,2,2,5
SZ37147,2719.853023,No,Basic,Bachelor,1/21/11,Employed,M,41005,Suburban,Single,70,22,37,0,1,Offer4,Branch,336.0,Four-Door Car,Medsize,2,4,4
HF44881,4542.405346,No,Basic,High School or Below,1/6/11,Employed,M,29875,Suburban,Single,119,9,36,1,1,Offer1,Web,571.2,Sports Car,Medsize,1,3,2
GA98025,12875.59874,No,Basic,Bachelor,2/4/11,Retired,M,26121,Suburban,Single,119,12,51,0,2,Offer1,Call Center,754.115474,SUV,Medsize,2,7,2
LO57874,2300.691547,Yes,Basic,Bachelor,1/15/11,Retired,M,25905,Suburban,Divorced,63,21,12,0,1,Offer1,Agent,302.4,Four-Door Car,Large,1,1,5
VJ83206,8364.559003,No,Basic,College,1/6/11,Employed,M,72117,Rural,Married,70,1,98,0,2,Offer4,Branch,106.737787,Four-Door Car,Medsize,2,7,4
CV35709,14024.35839,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10,55,0,2,Offer2,Web,256.43803,Four-Door Car,Medsize,1,3,5
VX67206,27789.69235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Offer2,Web,395.729716,Four-Door Car,Medsize,1,1,5
WY38315,3588.926491,No,Basic,College,1/18/11,Unemployed,M,0,Suburban,Single,106,20,51,0,1,Offer3,Agent,763.2,SUV,Medsize,2,7,4
AY52869,4386.277558,Yes,Basic,College,2/11/11,Retired,M,10621,Suburban,Single,67,28,22,0,5,Offer1,Agent,321.6,Four-Door Car,Medsize,2,4,4
PT29055,6647.846187,No,Basic,Bachelor,1/29/11,Unemployed,F,0,Suburban,Single,65,34,27,0,2,Offer1,Web,312.0,Four-Door Car,Medsize,2,2,5
HF62608,6753.428413,No,Extended,College,2/27/11,Employed,F,44213,Rural,Single,85,15,58,0,3,Offer1,Branch,77.523904,Four-Door Car,Medsize,2,2,5
PJ54354,4762.823136,No,Basic,Bachelor,1/21/11,Unemployed,M,0,Suburban,Married,65,10,11,0,3,Offer1,Call Center,366.212945,Four-Door Car,Medsize,2,4,4
VW13019,4904.894731,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3,51,0,1,Offer1,Agent,667.2,Sports Car,Medsize,1,3,3
PY80506,4764.861739,No,Basic,High School or Below,1/15/11,Employed,M,78757,Urban,Married,119,8,56,3,1,Offer4,Agent,383.797363,Sports Car,Medsize,2,7,5
CF46699,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Offer2,Agent,660.430456,SUV,Medsize,2,7,5
SF15712,3903.802262,No,Extended,High School or Below,2/21/11,Employed,M,51833,Rural,Divorced,99,1,18,0,1,Offer3,Agent,190.509609,Four-Door Car,Medsize,2,2,5
MX69639,10442.43404,No,Extended,High School or Below,2/11/11,Employed,F,30786,Rural,Single,90,3,5,0,2,Offer2,Branch,28.649762,Four-Door Car,Large,2,2,4
EZ41764,2498.963061,No,Basic,Bachelor,2/26/11,Employed,M,76792,Suburban,Married,62,12,27,0,1,Offer3,Agent,297.6,Four-Door Car,Medsize,2,7,4
BD58297,2862.563059,No,Basic,Bachelor,2/27/11,Employed,F,76356,Suburban,Married,71,4,61,2,1,Offer3,Branch,340.8,Two-Door Car,Medsize,2,2,4
FM55990,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33,24,0,1,Offer2,Branch,739.2,Sports Car,Medsize,2,4,4
LZ89104,7143.035873,No,Extended,High School or Below,2/23/11,Employed,M,59789,Suburban,Married,90,9,81,0,3,Offer4,Agent,527.539078,Four-Door Car,Large,2,2,5
CI38330,2549.786069,No,Basic,Bachelor,2/12/11,Employed,M,72217,Rural,Married,64,13,15,0,1,Offer2,Branch,91.146661,Four-Door Car,Medsize,2,7,1
NT15165,12047.775,No,Premium,Bachelor,1/3/11,Employed,F,43324,Urban,Married,101,8,17,0,2,Offer2,Branch,284.667612,Two-Door Car,Medsize,1,6,4
RQ77476,20461.1545,No,Premium,Bachelor,2/26/11,Employed,M,87502,Urban,Married,102,20,28,0,2,Offer2,Branch,421.111226,Four-Door Car,Medsize,2,2,5
QB15345,2781.589027,No,Basic,High School or Below,2/8/11,Unemployed,F,0,Suburban,Single,74,8,13,0,1,Offer4,Web,532.8,Four-Door Car,Medsize,2,2,4
DX65548,4834.710493,Yes,Basic,College,1/31/11,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Offer2,Call Center,316.8,Four-Door Car,Medsize,2,4,2
RI52095,7610.540153,No,Basic,High School or Below,2/2/11,Employed,M,51878,Suburban,Single,66,10,16,1,2,Offer2,Branch,316.8,Four-Door Car,Medsize,2,2,1
RK76184,2159.251473,No,Basic,College,2/7/11,Unemployed,M,0,Suburban,Married,61,9,39,0,1,Offer2,Web,292.8,Four-Door Car,Medsize,2,2,2
EH86912,8420.43119,No,Basic,College,2/27/11,Disabled,M,28617,Suburban,Married,112,20,57,0,9,Offer3,Agent,797.595611,SUV,Medsize,2,7,4
TJ90326,13530.02906,No,Extended,Doctor,2/2/11,Employed,F,75037,Rural,Married,85,5,27,2,2,Offer2,Call Center,180.555113,Four-Door Car,Small,2,2,4
ES93923,8798.312515,No,Premium,Bachelor,2/6/11,Employed,F,24550,Suburban,Married,111,12,6,0,9,Offer2,Agent,536.00374,Four-Door Car,Small,2,4,5
BY23642,4595.043966,No,Basic,Bachelor,1/17/11,Unemployed,F,0,Suburban,Single,64,16,62,0,6,Offer1,Branch,460.8,Two-Door Car,Small,2,2,2
CV64725,6545.802896,No,Extended,High School or Below,1/7/11,Employed,M,55366,Suburban,Divorced,86,11,54,2,4,Offer3,Agent,455.714395,Four-Door Car,Medsize,2,4,4
RN56430,5443.761524,No,Basic,High School or Below,2/15/11,Employed,F,41449,Suburban,Married,69,16,96,1,3,Offer3,Branch,331.2,Two-Door Car,Medsize,2,4,3
PD32052,7957.630101,No,Basic,High School or Below,1/19/11,Employed,M,51125,Suburban,Divorced,67,3,67,0,2,Offer1,Agent,430.29174,Four-Door Car,Medsize,2,2,4
YG87460,2444.741307,No,Basic,College,1/16/11,Unemployed,M,0,Urban,Married,71,8,59,1,1,Offer3,Branch,244.587596,Four-Door Car,Medsize,2,7,2
BN90616,8590.334983,No,Basic,Bachelor,2/6/11,Employed,F,63110,Rural,Married,72,23,84,0,2,Offer3,Agent,68.179721,Four-Door Car,Medsize,2,2,1
BH36973,2730.3538,No,Basic,College,2/3/11,Employed,F,63401,Urban,Married,68,1,18,0,1,Offer2,Agent,202.938048,Four-Door Car,Medsize,2,4,5
QN76156,2925.726685,No,Basic,College,1/3/11,Employed,F,30752,Suburban,Married,73,2,37,0,1,Offer4,Call Center,400.294003,Four-Door Car,Small,2,2,5
ZJ15114,5331.737284,No,Basic,High School or Below,1/12/11,Employed,M,60986,Suburban,Married,67,30,32,0,5,Offer4,Branch,417.781693,Four-Door Car,Medsize,1,1,4
CM84035,11320.82704,No,Premium,College,1/7/11,Employed,M,41692,Rural,Single,101,21,15,1,2,Offer3,Call Center,245.968629,Four-Door Car,Medsize,1,1,2
TZ22914,5130.823951,No,Basic,Master,1/14/11,Disabled,M,12940,Urban,Divorced,68,7,36,0,3,Offer1,Agent,268.1726,Two-Door Car,Large,2,2,5
MW80236,7919.832069,No,Basic,Master,2/21/11,Unemployed,M,0,Suburban,Married,70,13,18,0,2,Offer1,Agent,336.0,Four-Door Car,Medsize,2,4,1
WO89464,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Offer1,Agent,225.578841,Two-Door Car,Medsize,2,2,5
MK56815,9591.232645,No,Premium,College,2/25/11,Employed,M,54538,Urban,Married,119,32,63,0,6,Offer1,Call Center,507.799325,Four-Door Car,Medsize,2,2,4
LJ64287,4196.652176,No,Basic,High School or Below,2/15/11,Unemployed,M,0,Suburban,Single,64,35,75,1,7,Offer3,Call Center,774.737185,Two-Door Car,Medsize,2,4,3
UK86050,7887.964945,No,Basic,High School or Below,2/24/11,Employed,F,76590,Urban,Divorced,65,0,91,0,2,Offer1,Agent,183.293091,Four-Door Car,Large,2,2,2
TQ24692,8676.698631,No,Basic,High School or Below,1/2/11,Employed,M,76214,Urban,Married,72,7,48,0,2,Offer2,Web,202.81373,Four-Door Car,Medsize,3,5,5
QO16222,6383.611136,No,Basic,College,2/27/11,Unemployed,F,0,Suburban,Single,196,13,74,2,1,Offer2,Call Center,2327.166394,Luxury SUV,Small,2,2,4
SU86402,6568.75877,No,Extended,High School or Below,1/30/11,Disabled,F,25876,Suburban,Married,83,29,46,0,3,Offer1,Branch,398.4,Two-Door Car,Medsize,2,2,2
CI95726,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1,69,0,1,Offer2,Agent,432.0,Two-Door Car,Large,2,2,3
JE98863,3910.697956,No,Extended,Bachelor,2/18/11,Employed,F,58713,Suburban,Married,98,8,4,0,1,Offer1,Agent,470.4,Four-Door Car,Small,3,8,2
DD89544,18704.85055,No,Extended,Bachelor,1/10/11,Employed,M,64929,Suburban,Married,240,13,11,3,8,Offer1,Agent,1261.672708,Luxury SUV,Medsize,1,6,2
HK28125,24337.38181,No,Extended,High School or Below,1/4/11,Unemployed,M,0,Suburban,Single,85,5,15,1,2,Offer2,Agent,612.0,Four-Door Car,Medsize,2,7,4
VT52978,12547.42888,No,Premium,High School or Below,1/21/11,Employed,M,32857,Suburban,Divorced,105,24,15,0,2,Offer1,Call Center,504.0,Four-Door Car,Medsize,1,3,3
DU66620,4582.685265,No,Basic,College,2/13/11,Medical Leave,M,19065,Suburban,Married,61,28,29,0,7,Offer4,Call Center,292.8,Two-Door Car,Medsize,2,7,3
YC83239,2864.093984,No,Extended,Bachelor,1/13/11,Unemployed,F,0,Suburban,Single,83,17,30,0,1,Offer4,Web,825.29011,Two-Door Car,Medsize,2,7,1
VS40267,30850.58677,No,Basic,High School or Below,2/8/11,Disabled,M,25503,Suburban,Married,115,12,59,0,2,Offer2,Branch,552.0,SUV,Medsize,2,2,4
WJ55369,7366.093547,No,Extended,High School or Below,2/5/11,Employed,M,30250,Urban,Married,93,1,98,0,6,Offer1,Call Center,398.100233,Four-Door Car,Medsize,2,2,2
MZ23183,4224.832303,No,Basic,Bachelor,1/25/11,Unemployed,M,0,Suburban,Single,63,9,88,0,8,Offer1,Call Center,453.6,Four-Door Car,Medsize,2,2,5
DV58197,8256.2978,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,14,94,0,2,Offer2,Web,159.383042,Two-Door Car,Medsize,2,2,4
RZ97514,7498.824515,No,Basic,Master,1/27/11,Unemployed,F,0,Suburban,Married,66,5,17,0,2,Offer3,Agent,316.8,Four-Door Car,Medsize,2,4,5
ET90029,25626.70699,No,Extended,Doctor,2/12/11,Medical Leave,F,14278,Urban,Married,134,6,9,0,2,Offer2,Web,346.319404,Sports Car,Small,2,7,2
SD21312,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33,24,0,1,Offer2,Branch,739.2,Sports Car,Medsize,2,7,3
FG31425,2530.810167,No,Basic,College,2/21/11,Employed,F,37811,Suburban,Married,63,25,14,0,1,Offer4,Agent,365.002909,Four-Door Car,Medsize,3,5,2
FA15338,13569.24071,No,Basic,High School or Below,1/9/11,Medical Leave,M,20978,Suburban,Married,70,35,20,0,2,Offer4,Branch,336.0,Two-Door Car,Medsize,2,7,2
HD53787,13113.13865,No,Extended,College,2/10/11,Medical Leave,F,28519,Suburban,Married,86,23,30,0,2,Offer4,Branch,412.8,Two-Door Car,Large,2,4,4
ME11422,5085.023369,No,Basic,College,2/12/11,Unemployed,M,0,Suburban,Married,72,15,18,1,3,Offer3,Agent,571.531582,Four-Door Car,Small,2,2,4
QN36109,4554.557242,No,Basic,Master,2/8/11,Employed,F,85140,Rural,Single,118,7,11,4,1,Offer1,Branch,88.17994,SUV,Medsize,2,2,3
UL80763,4014.453113,Yes,Extended,Doctor,1/8/11,Employed,F,37384,Suburban,Married,99,9,17,0,1,Offer2,Agent,475.2,Four-Door Car,Medsize,2,7,5
DH61947,2863.043304,No,Extended,Bachelor,2/12/11,Unemployed,M,0,Rural,Married,79,0,44,0,1,Offer4,Call Center,168.89233,Two-Door Car,Medsize,2,7,5
QX54905,7200.664877,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Offer2,Agent,316.8,Four-Door Car,Medsize,1,1,3
XQ39498,30909.22228,No,Premium,High School or Below,2/12/11,Employed,M,57659,Suburban,Divorced,111,24,31,0,2,Offer1,Agent,756.37287,Four-Door Car,Medsize,2,4,5
FQ51281,8170.621997,No,Basic,Bachelor,1/27/11,Employed,F,95241,Rural,Married,68,3,12,1,2,Offer2,Branch,87.803087,Four-Door Car,Large,2,2,5
NA45983,2877.813846,No,Basic,College,1/12/11,Employed,M,38870,Rural,Divorced,74,3,89,0,1,Offer1,Agent,145.365072,Four-Door Car,Small,3,8,2
LC23144,8478.30421,No,Basic,High School or Below,2/28/11,Medical Leave,F,13870,Suburban,Married,109,1,78,0,5,Offer3,Web,550.430985,SUV,Medsize,2,2,4
SG54382,8646.547993,No,Extended,Bachelor,2/3/11,Employed,M,25964,Suburban,Married,76,21,87,2,2,Offer1,Branch,364.8,Four-Door Car,Medsize,1,1,2
XH54129,4755.762589,No,Premium,High School or Below,2/17/11,Employed,F,72193,Urban,Married,118,1,46,0,1,Offer4,Branch,552.646907,Four-Door Car,Medsize,2,2,4
QD28391,7425.845305,No,Basic,College,1/31/11,Employed,M,84302,Rural,Married,62,19,63,0,2,Offer2,Branch,76.609295,Four-Door Car,Medsize,2,7,1
HX55735,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Offer1,Web,350.4,Two-Door Car,Medsize,2,2,3
AI49712,2593.897887,No,Basic,High School or Below,1/21/11,Unemployed,F,0,Suburban,Single,72,31,99,0,1,Offer3,Call Center,345.6,Four-Door Car,Large,2,4,1
YM53951,6006.441801,No,Extended,College,2/17/11,Employed,M,39482,Urban,Divorced,77,29,48,0,5,Offer1,Agent,277.907701,Four-Door Car,Medsize,1,3,5
JO77924,10010.14003,No,Extended,High School or Below,1/29/11,Employed,M,66371,Rural,Married,125,2,75,0,5,Offer2,Agent,43.098747,SUV,Medsize,2,2,5
EZ20115,26305.41541,No,Basic,Bachelor,2/9/11,Employed,M,35300,Urban,Married,74,14,71,0,2,Offer1,Agent,225.518065,Four-Door Car,Medsize,2,2,4
DD88614,7096.598526,No,Extended,Doctor,1/21/11,Employed,F,67735,Rural,Married,88,33,87,0,3,Offer3,Agent,3.4637,Four-Door Car,Medsize,1,1,4
BO21461,2859.799774,No,Basic,College,1/10/11,Employed,M,98879,Rural,Single,73,14,33,1,1,Offer4,Call Center,108.667642,Four-Door Car,Medsize,2,2,4
EX13440,29589.94128,No,Basic,High School or Below,1/6/11,Unemployed,M,0,Suburban,Single,108,29,74,0,2,Offer3,Branch,777.6,SUV,Medsize,1,6,5
UB87714,9667.129686,No,Extended,Master,1/27/11,Employed,M,72885,Rural,Divorced,124,35,88,2,6,Offer1,Branch,233.676034,SUV,Medsize,2,7,5
VW84197,21941.85759,No,Basic,Bachelor,2/20/11,Employed,F,26378,Rural,Married,70,22,79,1,2,Offer2,Branch,147.795699,Four-Door Car,Medsize,2,2,5
HP56518,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Offer1,Agent,331.2,Four-Door Car,Medsize,2,2,5
SP81997,7752.933281,No,Extended,Master,2/11/11,Employed,F,41275,Rural,Married,96,29,16,0,3,Offer3,Branch,41.122303,Four-Door Car,Large,2,2,1
VH66357,2769.72527,No,Basic,College,2/19/11,Employed,M,39646,Urban,Married,70,9,35,0,1,Offer4,Agent,279.714859,Four-Door Car,Small,2,2,4
IM30965,2545.070274,No,Basic,High School or Below,2/15/11,Employed,M,71868,Suburban,Single,65,6,61,0,1,Offer4,Agent,312.0,Four-Door Car,Small,1,1,5
TQ37204,8629.329351,No,Basic,High School or Below,1/9/11,Employed,F,59107,Urban,Married,107,29,57,0,7,Offer2,Branch,480.521227,SUV,Medsize,2,7,5
NN54114,4915.39018,No,Basic,Bachelor,1/9/11,Unemployed,M,0,Suburban,Single,70,13,48,0,9,Offer1,Branch,504.0,Four-Door Car,Medsize,2,2,2
BI27443,4896.562733,No,Extended,College,2/18/11,Employed,F,36428,Urban,Divorced,124,34,20,0,1,Offer2,Agent,559.412583,SUV,Medsize,2,4,2
WL86517,4013.959621,No,Extended,Doctor,2/6/11,Employed,F,93284,Suburban,Married,99,7,26,0,1,Offer3,Web,475.2,Two-Door Car,Medsize,2,2,3
HW40931,10834.86984,No,Extended,College,1/6/11,Employed,F,34612,Suburban,Married,91,8,77,1,2,Offer4,Web,655.2,Four-Door Car,Small,3,8,5
NN44758,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15,80,0,1,Offer2,Call Center,556.8,Two-Door Car,Small,2,7,2
NQ18750,29577.28414,No,Premium,College,2/16/11,Unemployed,M,0,Suburban,Single,106,34,13,0,2,Offer2,Call Center,763.2,Two-Door Car,Small,2,4,5
GC34791,9259.729948,No,Basic,High School or Below,2/3/11,Disabled,M,17109,Suburban,Married,62,7,45,0,2,Offer2,Agent,297.6,Two-Door Car,Medsize,2,2,3
SY22123,6300.440231,No,Extended,College,1/5/11,Medical Leave,F,29539,Suburban,Single,85,20,83,0,7,Offer1,Agent,408.0,Four-Door Car,Medsize,2,2,4
DY17416,6031.518652,No,Extended,College,2/7/11,Employed,M,49539,Urban,Single,79,15,83,0,5,Offer2,Agent,286.938064,Two-Door Car,Medsize,2,2,5
KE57057,2300.334605,No,Basic,High School or Below,2/3/11,Unemployed,F,0,Suburban,Single,66,9,10,1,1,Offer2,Agent,475.2,Four-Door Car,Small,1,1,4
AT24793,6863.124573,No,Premium,College,1/16/11,Employed,M,25352,Suburban,Married,173,10,65,0,1,Offer3,Call Center,830.4,Sports Car,Medsize,3,9,5
SL71998,2797.759849,No,Basic,College,1/18/11,Employed,M,63223,Suburban,Married,71,3,72,0,1,Offer3,Web,397.622116,Two-Door Car,Small,2,4,5
AP66226,4479.494223,No,Basic,Bachelor,2/10/11,Medical Leave,M,18505,Suburban,Married,66,15,51,4,3,Offer1,Web,316.8,Four-Door Car,Medsize,2,2,3
HI91534,4571.509384,No,Basic,College,1/11/11,Employed,F,91485,Urban,Divorced,114,2,16,0,1,Offer3,Web,392.925712,SUV,Small,2,2,4
TK61994,6104.501453,No,Extended,College,2/28/11,Disabled,F,18690,Rural,Married,80,10,63,0,5,Offer1,Agent,18.192921,Four-Door Car,Medsize,2,7,5
CW35098,3297.904615,No,Extended,College,1/5/11,Unemployed,M,0,Suburban,Single,91,3,78,0,1,Offer1,Branch,655.2,Two-Door Car,Medsize,2,2,1
WX30852,2639.982596,No,Basic,Bachelor,2/4/11,Employed,F,69819,Rural,Married,66,24,20,0,1,Offer4,Agent,21.00736,Four-Door Car,Medsize,2,4,2
SK69036,13780.48818,No,Premium,Bachelor,2/20/11,Employed,M,25708,Suburban,Divorced,118,21,44,0,2,Offer1,Branch,566.4,Four-Door Car,Small,2,4,4
YI79084,3702.63121,No,Extended,Doctor,1/17/11,Employed,M,33738,Suburban,Single,95,13,97,0,1,Offer2,Agent,541.755353,Two-Door Car,Medsize,2,4,3
KF46546,5789.352696,No,Basic,Bachelor,2/12/11,Employed,F,75845,Rural,Married,72,2,71,0,6,Offer1,Agent,73.848672,Four-Door Car,Medsize,2,7,2
