Fecha,ID_Anuncio,Impresiones,Clics,Interacciones,Conversiones,Quartil_25,Quartil_50,Quartil_75,Completado,Spend
2022-12-07,3031,2862,376,92,18,513,230,31,26,57.3
2022-12-07,3032,3080,6,2,0,3055,1969,704,615,5.82
2022-12-07,3033,3018,17,37,5,350,113,12,7,9.32
2022-12-07,3034,228,34,155,56,24,6,1,1,13.51
2022-12-07,3035,962,172,316,122,907,599,76,49,84.55
2022-12-07,3036,2629,276,216,4,670,73,18,10,115.43
2022-12-07,3037,1285,466,214,46,205,21,18,17,226.72
2022-12-07,3038,3037,152,106,6,878,116,27,15,33.32
2022-12-07,3039,1788,251,281,73,192,25,6,6,102.66
2022-12-07,3040,4868,201,575,143,993,110,21,17,87.41
2022-12-07,3041,4534,357,563,123,719,148,69,50,130.42
2022-12-07,3042,1336,27,62,30,519,55,18,18,3.17
2022-12-07,3043,1041,5,3,1,147,25,2,2,1.65
2022-12-07,3044,4079,375,189,42,2236,337,45,34,128.89
2022-12-07,3045,3638,484,260,92,437,51,6,4,45.29
2022-12-07,3046,3860,229,802,115,542,67,34,25,46.84
2022-12-07,3047,4556,374,363,17,4165,2955,549,283,42.53
2022-12-07,3048,2901,89,209,68,542,139,33,29,28.95
2022-12-07,3049,482,42,28,12,221,85,10,6,8.28
2022-12-07,3050,3289,619,2637,328,1752,826,82,82,73.34
2022-12-08,3001,3239,280,264,86,944,124,14,13,34.96
2022-12-08,3002,1571,579,1502,583,188,89,44,29,63.24
2022-12-08,3003,1055,67,18,1,170,23,8,8,27.72
2022-12-08,3004,579,166,289,17,266,31,9,4,45.3
2022-12-08,3005,1777,547,1,0,184,175,29,15,84.54
2022-12-08,3006,1202,72,96,9,184,23,2,1,21.73
2022-12-08,3007,281,11,5,0,36,8,3,1,2.82
2022-12-08,3008,1392,173,317,7,230,145,19,19,27.78
2022-12-08,3009,3403,289,562,147,2286,244,59,53,27.25
2022-12-08,3010,306,31,19,5,45,14,11,10,7.55
2022-12-08,3011,3936,740,1310,66,411,284,76,57,271.69
2022-12-08,3012,1142,192,197,25,130,15,5,3,77.56
2022-12-08,3013,2326,13,20,2,418,45,5,2,7.04
2022-12-08,3014,947,132,356,125,305,273,38,22,24.31
2022-12-08,3015,3656,906,1069,524,1828,1034,141,95,360.97
2022-12-08,3016,349,54,94,9,56,6,1,1,15.52
2022-12-08,3017,1945,88,186,62,402,383,52,27,39.78
2022-12-08,3018,642,18,32,1,240,26,19,17,8.13
2022-12-08,3019,1301,161,626,35,251,25,3,1,17.47
2022-12-08,3020,862,63,34,14,216,26,3,3,28.69
2022-12-08,3021,2916,288,161,8,1307,160,19,19,78.79
2022-12-08,3022,3208,3,3,0,337,42,11,5,3.97
2022-12-08,3023,4013,669,2468,382,635,99,14,7,42.91
2022-12-08,3024,4958,26,4,1,561,120,27,14,11.61
2022-12-08,3025,523,44,51,4,96,84,16,8,18.08
2022-12-08,3026,2679,26,99,28,865,259,227,153,13.72
2022-12-08,3027,583,90,246,10,143,35,3,1,44.6
2022-12-08,3028,4682,922,1289,594,4455,623,206,191,273.55
2022-12-08,3029,493,21,1,0,61,27,3,3,8.78
2022-12-08,3030,3914,634,1606,218,596,161,32,28,67.1
2022-12-08,3031,3241,302,605,142,523,87,17,14,22.14
2022-12-08,3032,3214,465,204,55,514,112,27,18,105.99
2022-12-08,3033,3290,276,325,90,421,71,16,14,98.52
2022-12-08,3034,4112,233,600,68,1111,119,27,21,73.11
2022-12-08,3035,3697,347,590,175,397,360,39,33,112.7
2022-12-08,3036,4060,19,36,12,1473,156,33,23,3.94
2022-12-08,3037,3867,422,400,193,918,104,10,10,34.05
2022-12-08,3038,1845,275,429,79,248,34,9,5,124.38
2022-12-08,3039,3462,278,346,95,1039,201,21,19,128.0
2022-12-08,3040,2750,70,28,6,472,52,8,5,19.66
2022-12-08,3041,3345,378,565,224,426,97,38,34,46.31
2022-12-08,3042,3704,545,1210,17,651,311,33,18,254.0
2022-12-08,3043,4439,1162,5253,2210,578,244,105,60,278.49
2022-12-08,3044,1829,63,142,61,416,55,6,3,17.05
2022-12-08,3045,3500,500,1330,592,437,65,9,4,59.23
2022-12-08,3046,1014,72,70,6,204,166,23,17,35.73
2022-12-08,3047,3365,325,269,61,632,82,11,6,42.56
2022-12-08,3048,3230,80,250,29,450,48,6,6,32.95
2022-12-08,3049,3787,373,842,420,3640,594,146,139,59.29
2022-12-08,3050,3177,29,54,11,437,63,42,24,6.52
2022-12-09,3001,1618,261,1015,1,249,25,7,3,106.37
2022-12-09,3002,2152,201,909,161,799,470,63,42,97.54
2022-12-09,3003,2421,153,131,23,320,38,5,2,16.84
2022-12-09,3004,4942,109,417,40,497,150,65,54,19.44
2022-12-09,3005,4086,196,168,20,1073,155,33,21,94.26
2022-12-09,3006,4435,320,616,75,2176,258,155,152,95.98
2022-12-09,3007,127,41,96,32,13,1,0,0,4.93
2022-12-09,3008,2829,18,84,0,383,164,24,22,7.51
2022-12-09,3009,728,18,64,17,76,20,4,4,8.26
2022-12-09,3010,393,2,8,1,49,15,7,5,0.99
2022-12-09,3011,1437,140,48,2,146,55,6,3,28.48
2022-12-09,3012,1140,119,234,67,126,23,4,2,34.76
2022-12-09,3013,3351,1056,1925,720,805,103,11,9,515.71
2022-12-09,3014,2944,345,195,56,463,80,19,9,161.23
2022-12-09,3015,1597,110,550,11,275,35,3,2,21.74
2022-12-09,3016,443,11,7,2,130,57,9,5,0.96
2022-12-09,3017,1865,129,360,89,293,34,11,9,34.18
2022-12-09,3018,2094,79,152,29,497,290,42,42,12.59
2022-12-09,3019,4342,638,1048,95,788,145,24,19,243.5
2022-12-09,3020,1982,10,29,9,627,62,17,15,2.81
2022-12-09,3021,2746,189,355,56,439,145,16,11,25.51
2022-12-09,3022,4526,648,148,49,1527,164,29,27,39.13
2022-12-09,3023,1500,112,262,131,470,397,64,48,25.65
2022-12-09,3024,4972,142,456,105,1004,121,26,17,72.41
2022-12-09,3025,2317,162,251,70,1732,1476,157,128,82.93
2022-12-09,3026,1327,145,305,98,290,45,8,5,58.17
2022-12-09,3027,3445,121,122,8,424,74,12,8,35.92
2022-12-09,3028,3219,299,373,29,333,69,7,6,25.1
2022-12-09,3029,1347,36,8,0,1108,206,175,148,12.81
2022-12-09,3030,2691,2,1,0,384,90,16,11,1.53
2022-12-09,3031,3496,484,344,104,502,135,14,10,167.11
2022-12-09,3032,3099,387,632,142,2058,227,42,40,179.6
2022-12-09,3033,1357,29,8,0,324,117,32,18,7.22
2022-12-09,3034,4497,285,31,8,625,77,8,4,32.46
2022-12-09,3035,4169,302,77,1,2081,355,36,22,115.53
2022-12-09,3036,2855,57,1,0,513,360,43,31,10.12
2022-12-09,3037,1639,188,311,37,699,75,18,14,35.64
2022-12-09,3038,3084,150,356,99,1462,147,26,13,30.25
2022-12-09,3039,4650,1390,5524,159,1841,617,99,98,387.1
2022-12-09,3040,2519,164,558,136,300,30,11,11,19.94
2022-12-09,3041,3064,212,608,57,724,449,100,100,47.95
2022-12-09,3042,4586,174,707,35,790,111,25,18,87.02
2022-12-09,3043,2110,195,108,38,696,398,157,123,75.68
2022-12-09,3044,4104,1063,2170,90,542,171,28,26,247.77
2022-12-09,3045,2344,41,35,2,235,102,33,18,20.68
2022-12-09,3046,1225,23,1,0,169,18,3,1,2.84
2022-12-09,3047,336,88,78,23,174,35,11,11,6.98
2022-12-09,3048,1253,221,269,120,531,151,105,69,50.77
2022-12-09,3049,3088,456,2128,169,327,43,8,4,120.09
2022-12-09,3050,1109,320,352,13,360,56,9,4,53.71
2022-12-10,3001,1133,48,82,10,158,18,1,0,21.65
2022-12-10,3002,2325,66,8,0,273,54,18,9,6.84
2022-12-10,3003,422,34,69,23,50,5,0,0,6.92
2022-12-10,3004,3932,223,271,108,889,99,14,12,24.49
2022-12-10,3005,2059,89,115,15,263,51,5,5,26.89
2022-12-10,3006,4118,449,19,9,642,298,283,162,87.79
2022-12-10,3007,4335,747,176,73,1498,329,62,36,106.67
2022-12-10,3008,3024,94,461,70,548,85,9,9,25.85
2022-12-10,3009,2501,899,179,0,1951,822,299,170,242.68
2022-12-10,3010,2743,125,252,51,1016,480,75,73,9.13
2022-12-10,3011,1764,71,94,46,362,40,6,4,10.29
2022-12-10,3012,915,223,876,402,95,49,12,7,34.96
2022-12-10,3013,4358,356,1343,342,1744,485,80,79,99.67
2022-12-10,3014,3594,457,961,240,436,108,12,7,54.9
2022-12-10,3015,3326,262,150,36,1528,165,37,30,121.46
2022-12-10,3016,2025,434,80,20,206,31,10,10,169.02
2022-12-10,3017,2050,259,575,135,523,381,55,51,88.19
2022-12-10,3018,4158,1121,2255,814,435,138,19,17,389.66
2022-12-10,3019,923,11,22,4,105,11,2,1,3.1
2022-12-10,3020,816,283,276,53,118,53,40,20,45.83
2022-12-10,3021,4536,817,1508,408,1334,292,67,56,373.66
2022-12-10,3022,3959,418,1026,258,1105,442,98,80,95.0
2022-12-10,3023,3910,746,1957,968,1694,306,39,32,99.68
2022-12-10,3024,1712,178,411,1,179,111,32,27,40.71
2022-12-10,3025,119,4,2,0,14,4,0,0,0.38
2022-12-10,3026,201,13,44,10,61,13,1,0,2.39
2022-12-10,3027,3767,1801,4305,1684,526,65,50,26,541.27
2022-12-10,3028,4645,268,980,184,2132,256,227,135,93.29
2022-12-10,3029,4347,241,365,114,1226,184,87,81,101.32
2022-12-10,3030,1816,536,581,235,1471,746,411,230,217.08
2022-12-10,3031,1768,31,23,6,195,27,5,5,2.74
2022-12-10,3032,3341,580,1060,509,340,85,18,12,197.45
2022-12-10,3033,829,14,31,2,126,21,2,1,6.95
2022-12-10,3034,826,131,364,22,103,49,7,6,15.53
2022-12-10,3035,2948,1298,1714,454,962,601,508,466,154.84
2022-12-10,3036,4218,269,585,270,4027,411,128,125,108.7
2022-12-10,3037,1865,57,149,0,573,79,11,8,19.53
2022-12-10,3038,3930,472,1662,218,427,153,25,18,58.5
2022-12-10,3039,1664,316,370,175,409,54,6,6,78.41
2022-12-10,3040,4665,183,481,104,514,134,19,9,85.07
2022-12-10,3041,2532,276,42,0,378,39,5,2,92.47
2022-12-10,3042,3237,366,1559,286,903,877,725,560,144.89
2022-12-10,3043,4570,473,1699,206,852,293,42,31,119.9
2022-12-10,3044,2359,380,706,132,573,87,10,8,53.92
2022-12-10,3045,3841,107,37,2,392,107,29,19,20.87
2022-12-10,3046,611,59,224,14,117,36,5,5,18.55
2022-12-10,3047,2241,133,450,27,225,37,6,5,31.83
2022-12-10,3048,1934,109,73,18,1616,384,67,36,12.15
2022-12-10,3049,4201,1154,113,17,529,80,12,12,386.12
2022-12-10,3050,4156,552,1389,247,826,116,16,11,149.39
2022-12-11,3001,2677,162,27,12,1903,1421,203,191,10.79
2022-12-11,3002,1954,291,302,6,290,36,7,7,78.93
2022-12-11,3003,507,1,4,1,73,7,3,3,0.61
2022-12-11,3004,3851,7,17,4,417,88,28,25,3.01
2022-12-11,3005,1184,258,413,41,144,19,2,2,50.24
2022-12-11,3006,111,21,36,5,65,20,5,5,6.51
2022-12-11,3007,2768,426,752,218,524,95,70,63,197.38
2022-12-11,3008,2860,612,555,59,596,98,25,21,262.53
2022-12-11,3009,1973,113,172,66,312,284,30,18,27.97
2022-12-11,3010,3375,677,2164,450,607,68,14,12,225.23
2022-12-11,3011,2666,496,343,41,521,200,22,13,65.01
2022-12-11,3012,2472,57,22,2,447,51,18,16,29.57
2022-12-11,3013,987,154,155,16,843,140,24,12,53.14
2022-12-11,3014,359,3,4,0,226,29,8,4,0.47
2022-12-11,3015,2852,65,10,1,363,37,12,6,23.81
2022-12-11,3016,4635,224,757,70,1236,829,121,108,60.22
2022-12-11,3017,3474,416,898,10,383,67,47,43,48.55
2022-12-11,3018,4591,536,417,118,488,346,285,239,248.1
2022-12-11,3019,4966,1529,4328,242,722,114,76,53,518.69
2022-12-11,3020,4898,403,6,3,1967,315,47,23,107.06
2022-12-11,3021,1492,46,112,5,230,38,3,3,7.55
2022-12-11,3022,3775,307,966,248,793,402,323,249,80.85
2022-12-11,3023,4643,558,1115,87,527,189,54,28,125.87
2022-12-11,3024,4149,404,118,4,1159,144,14,10,88.92
2022-12-11,3025,1962,136,76,23,579,91,42,32,43.86
2022-12-11,3026,4701,598,968,15,587,101,18,18,178.28
2022-12-11,3027,4828,2399,8784,1468,2993,443,400,253,325.35
2022-12-11,3028,4941,500,53,15,766,208,110,69,108.08
2022-12-11,3029,2718,130,241,88,286,57,30,25,12.61
2022-12-11,3030,209,24,80,23,50,6,0,0,2.15
2022-12-11,3031,1261,20,66,22,1222,275,106,70,8.35
2022-12-11,3032,4591,173,311,83,1095,119,23,13,76.7
2022-12-11,3033,914,151,63,24,115,104,13,8,57.74
2022-12-11,3034,3221,31,41,11,2976,313,53,49,12.3
2022-12-11,3035,4712,188,315,145,4327,1507,509,300,55.31
2022-12-11,3036,3740,114,237,15,944,151,36,24,12.49
2022-12-11,3037,859,142,257,112,118,29,4,2,28.11
2022-12-11,3038,1859,93,8,0,249,96,20,12,27.37
2022-12-11,3039,1747,185,398,87,1267,931,178,156,18.18
2022-12-11,3040,2365,516,1091,127,2015,421,98,59,239.31
2022-12-11,3041,2090,521,732,175,531,102,17,12,167.42
2022-12-11,3042,2707,31,116,8,1117,400,205,132,14.56
2022-12-11,3043,451,26,27,4,105,15,5,2,12.77
2022-12-11,3044,2379,439,289,95,705,180,61,32,73.83
2022-12-11,3045,1762,27,38,11,1619,172,22,21,11.5
2022-12-11,3046,2732,7,2,0,598,184,44,26,4.03
2022-12-11,3047,1070,100,72,19,133,14,2,2,27.02
2022-12-11,3048,837,21,8,0,133,30,4,4,6.5
2022-12-11,3049,1636,116,148,33,339,40,8,5,21.7
2022-12-11,3050,1532,239,46,2,215,57,20,17,41.73
2022-12-12,3001,4876,386,463,106,533,116,19,13,55.52
2022-12-12,3002,2845,30,39,1,1335,396,56,29,16.14
2022-12-12,3003,1829,181,211,74,492,65,8,7,62.43
2022-12-12,3004,468,37,136,49,101,11,1,0,10.26
2022-12-12,3005,1760,40,75,12,767,109,18,11,11.86
2022-12-12,3006,3075,218,150,38,727,114,14,7,54.39
2022-12-12,3007,4816,586,391,117,483,312,62,58,252.25
2022-12-12,3008,3085,1525,972,320,541,69,17,9,607.27
2022-12-12,3009,2045,476,392,67,210,65,10,7,81.96
2022-12-12,3010,1159,71,177,58,208,31,14,8,26.98
2022-12-12,3011,3506,167,68,13,2766,602,65,36,15.28
2022-12-12,3012,4449,182,893,73,1093,244,79,67,19.66
2022-12-12,3013,2283,1108,68,0,246,41,5,3,528.98
2022-12-12,3014,3238,197,109,8,534,95,21,11,81.53
2022-12-12,3015,4401,795,1369,638,556,110,16,14,277.57
2022-12-12,3016,3525,74,220,6,714,278,59,53,22.06
2022-12-12,3017,935,202,281,85,271,244,47,42,84.45
2022-12-12,3018,2469,48,213,52,277,29,14,12,12.51
2022-12-12,3019,3622,23,70,22,2525,353,47,43,7.64
2022-12-12,3020,4373,15,1,0,439,52,14,9,7.32
2022-12-12,3021,2505,341,233,3,352,37,7,4,106.4
2022-12-12,3022,279,27,91,38,29,9,2,2,10.47
2022-12-12,3023,217,68,130,7,34,13,4,4,24.91
2022-12-12,3024,1720,347,972,279,535,96,13,6,99.75
2022-12-12,3025,422,11,7,2,71,8,1,1,1.42
2022-12-12,3026,2513,53,239,93,356,45,9,8,26.83
2022-12-12,3027,3996,18,52,3,477,53,5,4,11.88
2022-12-12,3028,3435,143,87,34,413,41,5,3,68.34
2022-12-12,3029,1451,20,65,10,512,175,68,41,2.84
2022-12-12,3030,1430,569,98,10,256,50,46,33,126.0
2022-12-12,3031,3987,243,124,3,478,343,181,156,29.54
2022-12-12,3032,3059,224,399,187,543,71,7,6,63.41
2022-12-12,3033,1883,82,73,23,535,452,45,41,13.81
2022-12-12,3034,1984,568,493,46,495,61,6,5,71.12
2022-12-12,3035,4811,24,53,24,786,110,31,29,12.26
2022-12-12,3036,4597,227,1131,102,522,123,23,15,103.7
2022-12-12,3037,4260,394,373,82,3622,505,84,59,90.19
2022-12-12,3038,2912,498,82,31,573,196,19,9,101.78
2022-12-12,3039,3525,356,539,157,1673,1305,584,408,158.64
2022-12-12,3040,891,8,2,0,583,73,32,27,1.88
2022-12-12,3041,2219,527,236,0,539,403,131,72,71.32
2022-12-12,3042,4206,330,658,137,614,67,11,5,82.04
2022-12-12,3043,577,130,13,6,98,32,4,2,36.04
2022-12-12,3044,4434,621,696,318,1030,177,24,19,288.65
2022-12-12,3045,860,377,613,281,211,28,13,8,19.54
2022-12-12,3046,3313,294,578,73,454,77,7,3,138.89
2022-12-12,3047,1218,21,83,11,128,23,2,2,7.36
2022-12-12,3048,2565,235,127,1,366,45,9,8,20.03
2022-12-12,3049,1023,269,254,0,171,65,27,22,116.16
2022-12-12,3050,3290,2,1,0,527,94,13,7,2.55
2022-12-13,3001,3783,708,997,51,642,78,63,48,242.35
2022-12-13,3002,1463,113,449,42,871,740,79,42,12.07
2022-12-13,3003,3968,759,1007,422,1052,474,56,40,204.23
2022-12-13,3004,3201,334,690,202,498,67,7,4,85.53
2022-12-13,3005,476,20,21,0,94,27,25,24,8.51
2022-12-13,3006,1715,156,70,22,220,22,3,3,18.3
2022-12-13,3007,4077,448,777,32,790,316,293,238,116.61
2022-12-13,3008,3160,301,966,367,718,147,18,18,134.23
2022-12-13,3009,2600,77,240,96,1709,181,25,21,33.22
2022-12-13,3010,3058,359,549,81,454,121,12,11,85.36
2022-12-13,3011,2527,380,777,123,355,93,56,40,147.9
2022-12-13,3012,861,60,98,29,138,23,3,1,5.17
2022-12-13,3013,882,3,4,0,88,26,6,4,1.24
2022-12-13,3014,2498,1149,2829,117,283,167,52,36,131.26
2022-12-13,3015,1463,203,636,93,152,37,4,3,27.48
2022-12-13,3016,2409,83,70,6,263,79,36,22,37.34
2022-12-13,3017,2279,69,73,2,314,122,30,17,13.97
2022-12-13,3018,796,38,110,30,159,75,61,57,13.53
2022-12-13,3019,2190,470,1580,116,255,67,28,18,166.46
2022-12-13,3020,3897,51,138,45,1501,1335,148,78,23.64
2022-12-13,3021,4174,682,1248,607,467,66,16,16,218.46
2022-12-13,3022,3812,301,53,3,1135,210,51,45,141.22
2022-12-13,3023,3333,273,7,3,500,56,13,13,85.27
2022-12-13,3024,1639,183,28,8,366,106,11,10,54.85
2022-12-13,3025,1049,8,10,4,159,19,3,1,2.88
2022-12-13,3026,1670,59,160,15,744,85,17,10,24.89
2022-12-13,3027,3652,225,547,213,696,168,44,32,82.26
2022-12-13,3028,2850,131,279,14,316,174,30,28,36.59
2022-12-13,3029,3078,168,285,0,698,244,27,13,19.27
2022-12-13,3030,3533,259,399,91,1898,363,59,40,119.29
2022-12-13,3031,2908,292,998,83,301,252,34,31,137.22
2022-12-13,3032,1859,47,128,30,243,43,10,9,6.96
2022-12-13,3033,3198,221,856,207,710,75,8,6,17.59
2022-12-13,3034,2712,52,72,14,666,145,18,18,8.28
2022-12-13,3035,1158,44,96,4,130,72,12,6,21.72
2022-12-13,3036,3211,134,245,63,1164,122,23,12,19.79
2022-12-13,3037,443,26,13,4,428,125,15,12,2.89
2022-12-13,3038,3558,481,925,131,675,140,20,17,174.06
2022-12-13,3039,3833,310,308,140,402,243,153,119,134.75
2022-12-13,3040,3971,250,201,26,1116,114,12,7,108.71
2022-12-13,3041,1550,196,122,19,1000,101,16,12,90.68
2022-12-13,3042,1100,16,2,1,139,25,2,1,4.77
2022-12-13,3043,1632,16,6,1,241,24,3,2,3.61
2022-12-13,3044,4830,287,347,96,755,163,32,32,101.14
2022-12-13,3045,323,10,30,9,50,10,1,1,5.14
2022-12-13,3046,4036,543,1324,22,741,107,17,17,219.74
2022-12-13,3047,3173,600,1228,354,629,95,9,8,83.71
2022-12-13,3048,4886,2363,2712,748,648,259,34,19,283.11
2022-12-13,3049,624,124,249,59,154,28,4,3,31.13
2022-12-13,3050,4610,34,29,2,868,240,24,12,11.73
2022-12-14,3001,4374,200,607,303,784,105,72,68,28.94
2022-12-14,3002,196,47,95,2,27,4,0,0,13.51
2022-12-14,3003,4052,82,308,64,1780,372,66,48,12.3
2022-12-14,3004,4647,666,908,411,645,80,55,40,179.75
2022-12-14,3005,2583,284,220,49,453,55,7,6,25.84
2022-12-14,3006,3859,375,417,61,504,112,55,42,185.56
2022-12-14,3007,2180,114,110,0,1885,192,138,80,39.53
2022-12-14,3008,1281,23,24,4,193,24,3,1,4.48
2022-12-14,3009,620,31,34,10,523,167,73,68,8.06
2022-12-14,3010,1999,33,117,0,386,64,8,5,11.3
2022-12-14,3011,472,46,137,62,114,18,6,5,12.54
2022-12-14,3012,3516,472,1386,287,607,90,16,15,135.35
2022-12-14,3013,2927,173,217,79,547,127,13,8,83.65
2022-12-14,3014,3342,1029,1926,470,462,186,27,15,155.23
2022-12-14,3015,418,18,35,4,120,17,5,5,8.51
2022-12-14,3016,3713,24,60,24,1057,273,45,39,8.44
2022-12-14,3017,2638,456,1176,556,273,129,61,37,37.48
2022-12-14,3018,2522,225,47,19,286,70,11,11,107.81
2022-12-14,3019,2583,189,34,0,1278,127,25,25,42.19
2022-12-14,3020,2726,231,257,74,881,131,115,70,84.54
2022-12-14,3021,1932,216,1080,306,276,34,16,12,94.31
2022-12-14,3022,2203,226,407,111,574,64,10,9,58.4
2022-12-14,3023,258,60,75,25,41,4,1,0,16.07
2022-12-14,3024,1995,870,973,185,282,29,8,6,148.08
2022-12-14,3025,2299,384,303,75,1918,593,517,404,127.97
2022-12-14,3026,2857,183,658,202,332,94,19,16,40.34
2022-12-14,3027,736,89,262,68,589,93,66,47,11.43
2022-12-14,3028,4818,364,729,58,489,48,9,7,72.0
2022-12-14,3029,729,229,206,84,485,53,7,3,112.17
2022-12-14,3030,3655,552,2034,77,648,110,42,31,145.26
2022-12-14,3031,2233,3,2,0,243,24,3,1,1.45
2022-12-14,3032,915,101,31,7,115,19,9,6,44.85
2022-12-14,3033,3664,563,269,83,593,59,7,4,90.55
2022-12-14,3034,3288,97,448,117,967,139,17,14,45.58
2022-12-14,3035,2195,712,130,1,234,86,12,8,262.51
2022-12-14,3036,3176,393,939,77,354,117,15,11,108.43
2022-12-14,3037,3565,236,401,117,520,106,11,11,76.26
2022-12-14,3038,3743,308,833,81,520,240,31,20,135.39
2022-12-14,3039,3589,347,238,24,1802,1345,961,509,101.42
2022-12-14,3040,1816,235,387,57,1756,756,90,70,97.95
2022-12-14,3041,1212,166,143,53,616,88,12,12,25.71
2022-12-14,3042,3807,260,334,69,2189,1640,252,128,30.88
2022-12-14,3043,2299,938,3407,149,1028,150,60,58,155.49
2022-12-14,3044,2559,981,4675,380,471,54,7,6,402.52
2022-12-14,3045,3177,167,327,29,2144,387,84,42,40.51
2022-12-14,3046,4354,348,632,289,1043,214,32,20,172.22
2022-12-14,3047,3578,279,360,60,1486,174,42,40,112.85
2022-12-14,3048,4096,271,100,9,802,162,41,20,58.72
2022-12-14,3049,2830,512,856,385,491,120,24,16,164.46
2022-12-14,3050,585,18,83,5,220,36,6,4,9.08
2022-12-15,3001,4236,392,78,13,499,67,20,16,117.9
2022-12-15,3002,2851,282,485,92,1043,117,108,57,142.66
2022-12-15,3003,3862,838,1324,475,1176,312,31,22,366.41
2022-12-15,3004,2733,391,588,185,408,48,9,4,79.0
2022-12-15,3005,398,51,92,25,86,9,3,3,3.77
2022-12-15,3006,4793,403,1391,387,536,215,29,20,199.38
2022-12-15,3007,199,2,1,0,171,54,6,3,0.33
2022-12-15,3008,3795,496,556,191,867,200,120,81,27.05
2022-12-15,3009,4645,552,724,158,524,65,52,38,128.44
2022-12-15,3010,139,7,9,0,35,5,1,0,1.16
2022-12-15,3011,1065,26,92,20,362,140,24,20,5.57
2022-12-15,3012,2046,491,2003,111,1157,183,19,11,51.61
2022-12-15,3013,4523,1004,3731,79,497,172,24,12,474.26
2022-12-15,3014,318,57,112,1,293,48,8,5,18.67
2022-12-15,3015,3152,132,233,6,2376,1735,880,736,8.91
2022-12-15,3016,2291,189,318,149,743,365,81,67,89.88
2022-12-15,3017,746,89,147,58,88,10,2,2,10.6
2022-12-15,3018,4367,42,84,3,1408,577,77,69,5.79
2022-12-15,3019,4871,459,2089,595,781,288,49,39,24.73
2022-12-15,3020,3717,3,11,0,454,356,44,25,3.44
2022-12-15,3021,3567,420,138,54,3461,360,119,94,36.7
2022-12-15,3022,707,53,205,90,528,79,77,76,20.67
2022-12-15,3023,4954,1863,6520,755,567,490,171,145,889.63
2022-12-15,3024,713,42,98,19,232,46,7,3,21.04
2022-12-15,3025,2396,239,252,1,370,51,47,25,85.57
2022-12-15,3026,1852,34,47,9,512,62,6,6,15.77
2022-12-15,3027,1248,55,108,1,227,39,6,3,10.0
2022-12-15,3028,2977,130,346,124,2063,379,86,52,9.43
2022-12-15,3029,3795,1112,2188,722,1102,167,25,12,124.02
2022-12-15,3030,4736,540,160,7,584,63,7,7,182.94
2022-12-15,3031,490,78,195,6,76,8,1,0,17.57
2022-12-15,3032,4968,707,414,126,2206,1873,370,322,157.67
2022-12-15,3033,2217,170,344,53,333,53,5,3,43.71
2022-12-15,3034,1017,19,77,4,150,21,3,3,9.88
2022-12-15,3035,3244,289,396,33,633,441,89,64,32.12
2022-12-15,3036,3270,139,374,101,385,48,26,17,58.17
2022-12-15,3037,1618,17,43,17,181,81,13,9,6.38
2022-12-15,3038,1208,67,5,1,166,24,6,5,23.78
2022-12-15,3039,4134,7,20,10,414,68,17,12,2.25
2022-12-15,3040,2185,275,856,420,222,25,5,3,111.36
2022-12-15,3041,1859,119,201,11,1047,134,14,11,61.24
2022-12-15,3042,2610,41,40,8,335,53,8,6,5.73
2022-12-15,3043,3842,34,39,3,3194,1306,303,184,12.68
2022-12-15,3044,1270,170,690,8,191,37,19,13,69.88
2022-12-15,3045,3447,61,89,43,467,50,6,5,18.43
2022-12-15,3046,256,25,52,0,33,8,2,1,4.37
2022-12-15,3047,1402,39,46,11,267,33,8,6,17.91
2022-12-15,3048,3326,132,386,96,1043,499,62,36,28.94
2022-12-15,3049,4725,1387,2756,110,765,123,12,12,538.29
2022-12-15,3050,3465,103,25,6,1357,254,49,28,44.2
2022-12-16,3001,3797,380,220,50,399,341,78,73,190.5
2022-12-16,3002,648,81,66,33,287,33,6,5,24.32
2022-12-16,3003,1654,146,198,16,290,55,13,12,59.25
2022-12-16,3004,2127,545,447,202,654,445,111,80,260.17
2022-12-16,3005,4921,1109,1773,495,1024,266,44,41,153.65
2022-12-16,3006,2253,530,388,66,269,87,9,8,88.98
2022-12-16,3007,2173,6,18,0,1366,217,24,14,3.92
2022-12-16,3008,2266,82,105,12,614,70,7,6,13.12
2022-12-16,3009,3204,320,33,4,736,319,60,36,98.79
2022-12-16,3010,1639,162,73,9,169,33,4,3,40.05
2022-12-16,3011,5000,90,56,15,1634,367,40,22,35.42
2022-12-16,3012,2523,168,532,19,263,54,6,5,36.8
2022-12-16,3013,835,103,257,103,633,67,59,39,35.48
2022-12-16,3014,4477,1987,7322,3532,847,349,104,81,419.53
2022-12-16,3015,2680,216,651,200,1013,232,57,29,64.17
2022-12-16,3016,2066,233,272,12,345,123,13,7,51.27
2022-12-16,3017,405,77,221,29,72,8,1,1,27.42
2022-12-16,3018,1254,299,298,50,139,107,17,17,21.71
2022-12-16,3019,958,126,186,58,148,14,3,2,48.47
2022-12-16,3020,2996,303,239,17,2959,345,39,37,146.35
2022-12-16,3021,1482,67,114,18,688,229,32,32,26.69
2022-12-16,3022,4581,305,403,91,936,104,18,10,89.45
2022-12-16,3023,3652,308,23,6,548,56,11,8,127.74
2022-12-16,3024,1484,105,9,1,194,21,7,5,31.96
2022-12-16,3025,1089,58,132,37,217,32,21,11,21.45
